id,type_de_bien,année,nb_de_pieces,surface,ville,prix
1749,appartement,3,1,60, BORDEAUX,279400
1750,appartement,5,3,132, BORDEAUX,725000
1751,maison,1975,7,180, ST JEAN D ILLAC,585000
1752,appartement,2,1,58, CENON,199000
1753,maison,4,3,115, LE TAILLAN MEDOC,402000
1754,maison,6,5,130, LIBOURNE,239000
1755,appartement,5,4,173, BORDEAUX,777000
1756,maison,5,4,124, PAREMPUYRE,399500
1757,maison,11,6,343, MACAU,549500
1758,appartement,2,1,43, VILLENAVE D ORNON,199000
1759,maison,6,5,131, ARES,475500
1760,maison,7,4,133, HOURTIN,255000
1761,maison,2010,4,155, LIBOURNE,299000
1762,maison,1930,10,330, BORDEAUX,2100000
1763,appartement,2019,4,91, PAREMPUYRE,360000
1764,appartement,1950,6,219, BORDEAUX,798000
1765,maison,1950,6,219, BORDEAUX,798000
1766,appartement,2,1,32, ARCACHON,244500
1767,maison,1900,8,350, BLAYE,368000
1768,appartement,1989,3,67, BORDEAUX,263750
1769,maison,2000,4,87, AUDENGE,378000
1770,maison,5,3,144, LALANDE DE POMEROL,338500
1771,maison,6,5,160, ST ANDRE DE CUBZAC,486000
1772,maison,5,4,207, ST ANDRE DE CUBZAC,433500
1773,maison,1900,7,166, LIBOURNE,250000
1774,appartement,2021,3,69, BORDEAUX,345000
1775,appartement,2021,4,93, BORDEAUX,470000
1776,maison,3,2,78, BORDEAUX,525000
1777,maison,2011,4,122, SOULAC SUR MER,252000
1778,maison,1993,5,105, LACANAU OCEAN                   ,525000
1779,maison,4,3,90, RAUZAN,230000
1780,maison,7,2,164, PERISSAC,297000
1781,maison,4,2,64, LA TESTE DE BUCH,280000
1782,maison,7,4,172, ETAULIERS,134000
1783,appartement,3,2,37, SOULAC SUR MER,87000
1784,appartement,1970,3,75, BORDEAUX,275000
1785,maison,1900,5,138, BORDEAUX,570000
1786,maison,1900,7,220, LIBOURNE,283000
1787,appartement,1965,4,66, BORDEAUX,214000
1788,maison,1965,5,133, MERIGNAC,470000
1789,maison,1980,6,160, LANTON,555000
1790,maison,1950,4,78, GUJAN MESTRAS,399000
1791,maison,1900,5,118, LIBOURNE,137000
1792,maison,1900,10,415, BORDEAUX,915000
1793,maison,1960,5,152, LESPARRE MEDOC,210000
1794,maison,3,2,70, LA REOLE,162900
1795,maison,9,5,650, BORDEAUX,3360000
1796,appartement,1900,2,62, BORDEAUX,321000
1797,maison,4,3,102, LA TESTE DE BUCH,330000
1798,maison,1850,4,84, LANGON,149000
1799,appartement,2008,3,69, ST GERVAIS,145000
1800,appartement,3,2,68, LORMONT,199500
1801,maison,5,2,151, BOURG,194250
1802,maison,5,2,151, BLAYE,194250
1803,appartement,2,1,54, BORDEAUX,419000
1804,maison,6,3,140, BORDEAUX,735000
1805,maison,4,3,79, CENON,307500
1806,maison,4,2,76, BORDEAUX,432000
1807,appartement,5,4,116, BLANQUEFORT,328500
1808,maison,3,2,70, BOURG,139500
1809,maison,6,3,120, BORDEAUX,610000
1810,maison,2,1,57, LIBOURNE,152000
1811,appartement,3,2,56, CENON,163000
1812,appartement,2,1,49, LE BOUSCAT,179000
1813,appartement,1975,2,47, GRADIGNAN,157500
1814,maison,1873,6,197, BALIZAC,357000
1815,appartement,1875,2,49, BORDEAUX,261000
1816,maison,1978,5,121, ST SULPICE ET CAMEYRAC,357500
1817,maison,4,3,100, CAMARSAC,296500
1818,maison,9,5,252, PESSAC SUR DORDOGNE,254500
1819,maison,5,4,140, PINEUILH,128500
1820,maison,3,2,64, PODENSAC,126000
1821,appartement,2006,2,46, LE BOUSCAT,191200
1822,appartement,2008,3,69, VILLENAVE D ORNON,213000
1823,appartement,1,1,26, SOULAC SUR MER,119000
1824,maison,1780,16,400, BORDEAUX,1890000
1825,maison,1985,8,184, LIBOURNE,413500
1826,maison,1800,8,315, ST EMILION,775000
1827,maison,2000,7,200, LA TESTE DE BUCH,843000
1828,maison,7,4,198, LEOGNAN,565000
1829,appartement,3,2,63, ST YZAN DE SOUDIAC,104000
1830,maison,1870,7,288, ST QUENTIN DE CAPLONG,428450
1831,maison,2007,6,123, ARES,416000
1832,maison,6,3,160, LIBOURNE,318000
1833,appartement,3,2,70, LE BOUSCAT,349500
1834,maison,6,4,148, LA TESTE DE BUCH,724500
1835,maison,5,3,130, ARCACHON,787500
1836,maison,1950,5,75, LIBOURNE,202000
1837,maison,7,8,171, LE PORGE,399900
1838,appartement,1,1,24, TALENCE,91500
1839,maison,1890,9,306, BORDEAUX,1627000
1840,maison,5,4,120, LA BREDE,387200
1841,maison,2011,9,380, LA TESTE DE BUCH,1795000
1842,appartement,2,1,40, BORDEAUX,233200
1843,maison,5,3,130, BARON,336000
1844,maison,1900,3,75, VENSAC,212000
1845,appartement,1983,4,108, BORDEAUX,430000
1846,appartement,1968,5,93, BORDEAUX,286000
1847,appartement,2021,3,59, GUJAN MESTRAS,257700
1848,appartement,2,1,45, LEGE CAP FERRET,174400
1849,appartement,3,2,68, LORMONT,199500
1850,maison,6,5,288, CEZAC,414000
1851,maison,1750,6,220, ST ANDRE DE CUBZAC,474000
1852,maison,1750,7,540, ST ANDRE DE CUBZAC,574750
1853,appartement,2,1,36, BORDEAUX,176000
1854,maison,6,5,130, MACAU,507000
1855,maison,5,3,132, MARGAUX,486000
1856,maison,4,3,108, CARS,181500
1857,appartement,3,1,36, ARCACHON,271000
1858,maison,4,2,79, CARCANS,228800
1859,appartement,4,3,95, BORDEAUX,535000
1860,maison,5,3,133, BORDEAUX,444000
1861,maison,8,5,350, COUTRAS,682500
1862,maison,4,3,137, ST QUENTIN DE BARON,402000
1863,appartement,2,1,36, BORDEAUX,246500
1864,appartement,2008,4,99, MERIGNAC,359000
1865,appartement,1800,3,67, BORDEAUX,447200
1866,maison,1930,7,170, BORDEAUX,779900
1867,appartement,2,1,47, BORDEAUX,179350
1868,maison,1870,9,200, MARGAUX,499000
1869,maison,5,4,106, PESSAC,456500
1870,maison,2019,4,103, LEOGNAN,414400
1871,maison,2019,4,98, LEOGNAN,429400
1872,maison,2005,5,136, ANDERNOS LES BAINS,514000
1873,maison,5,4,129, NOAILLAN,242000
1874,appartement,1979,4,80, BEGLES,284000
1875,maison,6,4,225, BORDEAUX,999000
1876,maison,1850,6,125, LE HAILLAN,369250
1877,appartement,1950,6,219, BORDEAUX,798000
1878,maison,1977,6,157, ARVEYRES,399000
1879,maison,1974,5,98, GRADIGNAN,368000
1880,appartement,1900,4,135, BORDEAUX,919000
1881,maison,1791,5,167, SALLES,437500
1882,maison,2005,5,196, LA BREDE,447000
1883,appartement,2,1,43, GIRONDE SUR DROPT,79120
1884,maison,7,4,180, ARCACHON,1575000
1885,maison,2019,4,82, LEOGNAN,289000
1886,appartement,2,1,48, ST CAPRAIS DE BORDEAUX,120000
1887,maison,1900,8,350, BLAYE,380000
1888,maison,2018,6,232, BELIN BELIET,550000
1889,maison,1900,6,120, LIBOURNE,259000
1890,maison,7,1,250, ST EMILION,430000
1891,maison,2005,4,111, LA TESTE DE BUCH,520000
1892,maison,1850,10,296, PUGNAC,360000
1893,appartement,1800,3,74, BORDEAUX,399900
1894,maison,1972,5,100, BORDEAUX,474900
1895,appartement,4,2,143, BORDEAUX,690000
1896,appartement,5,4,107, BORDEAUX,499990
1897,appartement,4,3,100, LE BOUSCAT,345000
1898,appartement,3,2,69, BEGLES,292000
1899,appartement,2005,3,58, ARCACHON,461100
1900,maison,4,3,100, CARTELEGUE,96500
1901,maison,6,4,300, BLAYE,315000
1902,maison,6,3,168, BLAYE,244000
1903,appartement,4,2,62, LIBOURNE,149500
1904,maison,2018,4,130, ARCACHON,1470000
1905,maison,7,3,150, ST PARDON DE CONQUES,266000
1906,maison,5,3,280, LANGON,381000
1907,maison,7,5,170, LANDIRAS,486000
1908,maison,4,2,64, ARCACHON,673000
1909,maison,4,2,65, ARCACHON,652000
1910,appartement,2021,2,42, BORDEAUX,219000
1911,maison,1870,8,276, ST EMILION,735000
1912,appartement,2005,3,63, LANGON,119900
1913,maison,10,7,290, MARCHEPRIME,367500
1914,maison,8,5,227, BLAYE,229000
1915,maison,1896,6,143, BORDEAUX,778960
1916,appartement,1950,3,111, BORDEAUX,479000
1917,maison,3,2,62, BLAYE,76000
1918,appartement,1975,1,31, ARCACHON,327360
1919,maison,1880,7,309, LIBOURNE,457000
1920,maison,10,5,210, MIOS,570000
1921,maison,1830,7,286, ST ANDRE DE CUBZAC,493500
1922,appartement,3,2,100, STE CROIX DU MONT,145000
1923,appartement,1970,5,84, BORDEAUX,275000
1924,appartement,2,1,40, MERIGNAC,171000
1925,maison,1900,6,172, ANGLADE,321000
1926,maison,5,4,119, CARBON BLANC,296400
1927,appartement,5,3,200, BORDEAUX,900000
1928,maison,5,4,175, FLAUJAGUES,245000
1929,maison,5,4,175, ST EMILION,245000
1930,maison,1900,5,159, CADAUJAC,473684
1931,maison,9,5,468, LIBOURNE,672000
1932,maison,1671,9,420, ST EMILION,1299000
1933,maison,7,5,286, LIBOURNE,493500
1934,appartement,3,2,64, GIRONDE SUR DROPT,95000
1935,maison,1989,5,120, BLAYE,267240
1936,maison,8,5,320, BLAYE,397100
1937,appartement,2,1,52, BORDEAUX,396500
1938,maison,3,2,126, BORDEAUX,400000
1939,appartement,2,1,39, CENON,160500
1940,maison,11,7,404, BRANNE,486000
1941,maison,4,3,92, PEUJARD,255000
1942,maison,6,4,170, LE TEICH,558500
1943,appartement,4,3,101, MERIGNAC,423000
1944,maison,2,1,37, ARES,150000
1945,maison,4,3,170, LIBOURNE,475500
1946,maison,6,3,200, CREON,445000
1947,maison,3,2,80, BORDEAUX,439000
1948,maison,1970,5,111, FLOIRAC,357000
1949,maison,2019,7,135, MERIGNAC,450000
1950,appartement,1900,3,102, BORDEAUX,693000
1951,maison,2007,4,100, ST MARTIN DE LAYE,219000
1952,maison,5,3,130, LIBOURNE,299000
1953,maison,1900,5,135, ST LOUBES,507800
1954,maison,10,6,210, CASTILLON LA BATAILLE,247700
1955,appartement,1965,4,88, CARBON BLANC,204900
1956,maison,1989,5,101, AUDENGE,280350
1957,maison,1960,5,100, BORDEAUX,418000
1958,appartement,3,2,35, LE VERDON SUR MER,79000
1959,maison,5,3,160, VILLEGOUGE,174900
1960,maison,5,3,95, MACAU,180000
1961,appartement,1900,3,55, BORDEAUX,299000
1962,appartement,2,1,44, LANGON,66000
1963,maison,1850,5,125, LANGON,238000
1964,appartement,2020,4,81, GRADIGNAN,344200
1965,appartement,2020,4,109, PESSAC,488000
1966,appartement,2020,4,84, MERIGNAC,330000
1967,maison,2020,4,87, LE BOUSCAT,377000
1968,maison,5,4,205, ST JEAN D ILLAC,651000
1969,appartement,4,3,83, BORDEAUX,325000
1970,appartement,3,2,70, VILLENAVE D ORNON,210000
1971,appartement,2,1,73, BORDEAUX,279000
1972,appartement,1,3,28, BORDEAUX,150000
1973,appartement,1600,5,150, BORDEAUX,242000
1974,appartement,3,2,72, BORDEAUX,252000
1975,appartement,1970,4,96, AUDENGE,273000
1976,appartement,2,1,43, EYSINES,212400
1977,maison,1900,7,200, BORDEAUX,945000
1978,maison,1902,5,112, FRONSAC,225000
1979,maison,5,4,146, BORDEAUX,979000
1980,maison,5,4,173, BORDEAUX,979000
1981,maison,5,3,140, MIOS,329000
1982,maison,3,2,87, GREZILLAC,165000
1983,appartement,4,2,68, MERIGNAC,186000
1984,appartement,2,1,47, BRUGES,223000
1985,appartement,5,3,94, TALENCE,317500
1986,appartement,2,2,43, CENON,207000
1987,appartement,2018,2,38, VILLENAVE D ORNON,153000
1988,maison,1992,2,45, HOURTIN,140700
1989,appartement,5,3,116, BORDEAUX,519351
1990,appartement,4,3,80, LORMONT,242000
1991,maison,2005,5,90, PEUJARD,158000
1992,maison,1870,13,280, GENSAC,598000
1993,maison,1450,12,400, LA REOLE,1050000
1994,appartement,1,2,56, ARCACHON,399000
1995,appartement,4,2,158, ARCACHON,892500
1996,appartement,3,2,82, ARCACHON,483000
1997,maison,1900,6,172, ANGLADE,321000
1998,maison,2011,6,152, ST ANDRE DE CUBZAC,417000
1999,appartement,2016,3,56, LA TESTE DE BUCH,270000
2000,maison,1980,4,71, LEGE CAP FERRET,379500
2001,maison,4,3,90, BORDEAUX,548500
2002,maison,3,2,70, LA LANDE DE FRONSAC,180000
2003,maison,8,6,260, ANDERNOS LES BAINS,976500
2004,maison,6,4,116, MERIGNAC,528000
2005,appartement,2009,2,46, BORDEAUX,213000
2006,maison,1950,5,150, PESSAC,470000
2007,maison,1800,4,130, GENISSAC,125000
2008,maison,3,1,57, ST MEDARD DE GUIZIERES,76300
2009,maison,5,5,218, GRAYAN ET L HOPITAL,499000
2010,maison,2020,3,83, LEOGNAN,296400
2011,maison,1996,6,157, ANDERNOS LES BAINS,627000
2012,maison,1830,12,348, LANGON,349800
2013,appartement,3,2,35, LE VERDON SUR MER,74900
2014,maison,5,4,300, PLASSAC,397000
2015,maison,6,4,183, ANDERNOS LES BAINS,966000
2016,appartement,1,1,22, LA TESTE DE BUCH,60000
2017,maison,6,4,264, LA TESTE DE BUCH,1094640
2018,maison,1900,7,197, BOURG,230000
2019,maison,1974,4,93, ARES,399000
2020,maison,1992,4,90, SALLES,165000
2021,maison,1977,8,330, ARCACHON,1553000
2022,appartement,2019,2,42, BRUGES,139000
2023,appartement,3,2,61, BORDEAUX,345000
2024,maison,2011,6,164, LACANAU OCEAN                   ,850000
2025,maison,1900,4,110, ST EMILION,285000
2026,maison,3,2,80, CEZAC,165850
2027,maison,3,2,82, BORDEAUX,525000
2028,maison,3,2,69, ETAULIERS,60000
2029,maison,8,5,217, GUITRES,445000
2030,appartement,3,2,67, VILLENAVE D ORNON,265500
2031,maison,1950,7,160, COUTRAS,325000
2032,maison,5,4,200, GUITRES,138000
2033,maison,5,4,133, CREON,334400
2034,maison,3,2,116, ST LOUBES,238500
2035,maison,1945,8,195, ST LOUBES,673500
2036,appartement,2,1,26, CARCANS,89900
2037,maison,5,2,200, FARGUES ST HILAIRE,840000
2038,appartement,3,2,70, ARCACHON,598000
2039,maison,1972,6,240, ARCACHON,1768000
2040,maison,6,3,116, JUGAZAN,140000
2041,appartement,3,2,81, LEGE CAP FERRET,507000
2042,maison,3,2,63, RIONS,125350
2043,maison,2018,5,89, BORDEAUX,435000
2044,maison,1900,5,125, BORDEAUX,640000
2045,maison,6,4,111, ST EMILION,259000
2046,maison,8,6,310, AMBARES ET LAGRAVE,473000
2047,appartement,2016,4,103, ARCACHON,723000
2048,appartement,3,2,70, BIGANOS,241000
2049,appartement,1900,2,39, BORDEAUX,213000
2050,appartement,3,2,61, MERIGNAC,196460
2051,maison,7,3,110, LIBOURNE,254000
2052,appartement,1754,4,135, BORDEAUX,945000
2053,appartement,1750,3,56, BORDEAUX,299000
2054,maison,1900,4,105, CADILLAC,149000
2055,maison,1930,4,47, BORDEAUX,226825
2056,maison,1820,6,145, BAZAS,329000
2057,maison,9,7,223, LE VERDON SUR MER,315000
2058,maison,3,2,108, VENDAYS MONTALIVET,223700
2059,maison,1970,4,110, GUJAN MESTRAS,470000
2060,appartement,3,2,68, ARCACHON,540000
2061,maison,6,5,241, STE EULALIE,712400
2062,maison,1980,4,110, ST EMILION,230000
2063,maison,2007,5,236, LE BOUSCAT,1211000
2064,appartement,2014,2,44, BORDEAUX,223000
2065,maison,1987,6,162, LE BOUSCAT,698000
2066,maison,1989,8,200, ST EMILION,320000
2067,maison,2003,4,88, LEGE CAP FERRET,341000
2068,maison,6,4,210, BASSENS,610650
2069,maison,1996,3,76, LA TESTE DE BUCH,319000
2070,appartement,4,2,98, BORDEAUX,515000
2071,appartement,1990,3,66, BORDEAUX,299000
2072,maison,1959,3,119, BEYCHAC ET CAILLAU,180000
2073,appartement,3,2,58, BLAYE,60000
2074,maison,1950,9,180, ST CAPRAIS DE BLAYE,110000
2075,maison,2020,5,167, LA TESTE DE BUCH,1020000
2076,maison,5,3,150, ANGLADE,210000
2077,maison,2010,4,114, ST ANDRE DE CUBZAC,276000
2078,maison,2007,4,84, ARES,311000
2079,maison,2008,4,115, LEGE CAP FERRET,574975
2080,maison,2009,5,156, BEGADAN,295200
2081,maison,1850,5,130, VENDAYS MONTALIVET,265000
2082,maison,1900,5,117, LEOGNAN,315000
2083,maison,1977,4,100, BORDEAUX,428450
2084,maison,1900,5,158, ARVEYRES,344000
2085,maison,1950,3,65, VILLENAVE D ORNON,262900
2086,maison,8,4,171, ST AUBIN DE MEDOC,575000
2087,appartement,2,1,24, BORDEAUX,128750
2088,appartement,1,1,42, LE BOUSCAT,175000
2089,maison,2011,4,93, ST ANDRE DE CUBZAC,213000
2090,maison,1940,5,141, ANDERNOS LES BAINS,572000
2091,maison,1970,4,69, ST VIVIEN DE MEDOC,182900
2092,appartement,2008,2,42, GUJAN MESTRAS,179000
2093,maison,1850,5,125, ST MACAIRE,238000
2094,appartement,2020,4,90, CENON,306000
2095,appartement,2020,3,58, PAREMPUYRE,190000
2096,appartement,2022,3,66, MERIGNAC,284000
2097,appartement,4,3,93, BORDEAUX,540750
2098,appartement,3,2,72, LE BOUSCAT,321500
2099,appartement,3,2,67, BEGLES,249500
2100,maison,5,2,110, COUTRAS,129000
2101,maison,2003,4,82, VENSAC,170000
2102,maison,2010,4,85, LE BARP,288000
2103,appartement,1875,4,150, BORDEAUX,720000
2104,maison,2010,4,97, AUDENGE,472500
2105,appartement,1900,7,300, BORDEAUX,1164800
2106,maison,8,5,245, LIBOURNE,575000
2107,maison,5,4,190, IZON,439000
2108,maison,2018,6,130, POMPIGNAC,420000
2109,maison,2,1,37, BORDEAUX,107500
2110,appartement,3,2,56, SALIGNAC,110000
2111,maison,1900,6,250, CAVIGNAC,324000
2112,appartement,1973,5,140, BORDEAUX,735000
2113,maison,2,1,28, LACANAU OCEAN                   ,130000
2114,maison,1973,5,120, AMBARES ET LAGRAVE,263750
2115,appartement,1994,2,49, LE BOUSCAT,211000
2116,maison,1930,4,95, BORDEAUX,545000
2117,maison,9,5,270, LIBOURNE,699000
2118,appartement,2,1,32, BORDEAUX,171000
2119,appartement,5,4,118, BORDEAUX,501500
2120,appartement,5,4,113, LE BOUSCAT,467000
2121,maison,1920,7,230, LUDON MEDOC,383000
2122,maison,1930,3,89, LUDON MEDOC,220500
2123,appartement,2,1,46, BORDEAUX,279000
2124,maison,1970,4,75, LE TAILLAN MEDOC,260000
2125,maison,1750,10,550, BORDEAUX,577000
2126,maison,1900,7,135, BARSAC,115000
2127,maison,1900,3,120, BORDEAUX,432600
2128,maison,1920,7,134, TALENCE,633000
2129,maison,1986,3,100, BORDEAUX,399900
2130,maison,6,5,296, LIBOURNE,414000
2131,maison,2005,6,150, TIZAC DE CURTON,344000
2132,maison,3,2,66, VILLENAVE D ORNON,249900
2133,maison,6,5,250, PREIGNAC,450000
2134,maison,4,3,103, VILLENAVE D ORNON,318000
2135,appartement,2,1,43, CENON,191000
2136,appartement,1900,4,106, BORDEAUX,549000
2137,appartement,1900,3,99, BORDEAUX,650000
2138,appartement,1970,3,71, TALENCE,262750
2139,maison,6,3,179, ST ANDRE DE CUBZAC,187000
2140,appartement,5,3,135, BORDEAUX,415000
2141,maison,2003,3,43, SOULAC SUR MER,111600
2142,maison,1978,6,128, VENDAYS MONTALIVET,378200
2143,appartement,1882,6,163, ARCACHON,1535000
2144,maison,1950,4,74, ARCACHON,840000
2145,maison,6,5,145, BARSAC,196800
2146,maison,4,3,96, MERIGNAC,370000
2147,maison,11,8,377, ST MAGNE DE CASTILLON,496000
2148,maison,2019,4,116, EYSINES,575000
2149,maison,2019,5,132, EYSINES,640000
2150,maison,2019,5,144, EYSINES,680000
2151,appartement,2005,4,82, BORDEAUX,328000
2152,appartement,2005,4,82, BORDEAUX,328000
2153,maison,1920,5,107, BORDEAUX,378000
2154,appartement,1930,6,201, BORDEAUX,735000
2155,maison,2004,6,220, LUGOS,634400
2156,maison,6,5,160, LACANAU OCEAN                   ,610000
2157,maison,7,5,165, LES EGLISOTTES ET CHALAURES,326000
2158,maison,1900,10,385, BORDEAUX,645000
2159,maison,1900,5,105, BORDEAUX,766000
2160,maison,8,6,270, LIBOURNE,547000
2161,maison,4,3,110, LEOGEATS,180000
2162,appartement,2,1,46, ST SYMPHORIEN,71000
2163,maison,5,2,102, BERSON,139000
2164,maison,1880,5,120, BORDEAUX,529890
2165,maison,4,3,52, LEGE CAP FERRET,595000
2166,maison,2002,5,231, LA TESTE DE BUCH,728000
2167,maison,1850,10,294, BORDEAUX,1590000
2168,maison,1907,6,132, BORDEAUX,525000
2169,appartement,2,1,46, BARSAC,87800
2170,maison,2021,4,88, BEGLES,465000
2171,maison,1850,3,87, ST MACAIRE,183000
2172,appartement,1980,3,61, BORDEAUX,360000
2173,appartement,1800,7,191, LIBOURNE,360000
2174,appartement,1975,2,55, BORDEAUX,128400
2175,maison,5,4,131, BORDEAUX,630000
2176,maison,5,3,112, ST EMILION,180000
2177,maison,5,3,169, AMBES,339000
2178,maison,6,4,150, LE TEMPLE,381100
2179,maison,1967,6,171, LE PORGE,330000
2180,appartement,1978,4,77, BORDEAUX,350000
2181,appartement,1978,4,77, BORDEAUX,350000
2182,appartement,2020,2,45, FLOIRAC,199200
2183,appartement,4,2,66, BEGLES,385000
2184,appartement,2,1,48, BEGLES,266000
2185,appartement,2020,2,47, FLOIRAC,218210
2186,appartement,2020,2,55, AUDENGE,172000
2187,appartement,2021,3,63, BRUGES,269900
2188,maison,3,2,43, SOULAC SUR MER,116600
2189,appartement,1970,3,93, BORDEAUX,510000
2190,appartement,1,1,30, BORDEAUX,129000
2191,maison,6,3,138, ST SEURIN DE BOURG,160500
2192,appartement,3,2,63, LANGON,118500
2193,maison,1900,9,526, ST EMILION,672000
2194,maison,5,4,140, COUTRAS,186500
2195,maison,1960,4,137, TALENCE,370000
2196,maison,1900,7,200, BORDEAUX,1155000
2197,maison,1995,5,145, LACANAU OCEAN                   ,1040000
2198,appartement,6,2,142, BORDEAUX,734000
2199,maison,1830,6,163, LANGON,202000
2200,maison,1930,5,140, LANTON,572000
2201,appartement,2008,3,60, ST ANDRE DE CUBZAC,137800
2202,maison,1909,7,129, ST CIERS SUR GIRONDE,178500
2203,maison,5,3,252, GUJAN MESTRAS,819000
2204,maison,2010,5,180, LA TESTE DE BUCH,1035000
2205,maison,1900,10,320, LIBOURNE,884000
2206,maison,1830,7,286, BOURG,493500
2207,maison,1900,6,113, BLAYE,71500
2208,maison,5,4,105, ST ANDRE DE CUBZAC,281000
2209,maison,1830,7,286, BOURG,493500
2210,maison,1900,6,113, BLAYE,71500
2211,maison,9,4,212, ST LOUBES,423000
2212,maison,7,5,224, BORDEAUX,735000
2213,maison,6,4,370, GUITRES,199000
2214,appartement,1993,5,103, BORDEAUX,530000
2215,maison,7,4,290, LES BILLAUX,460000
2216,maison,1970,3,82, GUJAN MESTRAS,299000
2217,maison,1976,7,266, LE TEMPLE,545900
2218,appartement,4,3,111, LE CANON                        ,553500
2219,maison,2005,5,153, LE TAILLAN MEDOC,640500
2220,maison,4,3,120, LEOGNAN,444000
2221,maison,7,4,400, BOULIAC,1567500
2222,appartement,4,2,71, BORDEAUX,516643
2223,maison,3,2,43, LA TESTE DE BUCH,149000
2224,maison,1900,7,210, BORDEAUX,924000
2225,maison,1986,5,132, LANTON,499000
2226,maison,1945,4,140, LA TESTE DE BUCH,419000
2227,maison,1970,5,103, SALLES,319000
2228,maison,3,2,66, ST VINCENT DE PAUL,202500
2229,maison,5,4,375, RIONS,750000
2230,maison,1980,5,130, ST MEDARD EN JALLES,445000
2231,appartement,1920,2,42, BORDEAUX,199000
2232,appartement,2002,3,60, LA TESTE DE BUCH,262000
2233,appartement,2,1,51, ST MACAIRE,77000
2234,maison,5,3,179, ST EMILION,276000
2235,maison,6,3,159, LIBOURNE,339000
2236,appartement,2,1,49, PAREMPUYRE,181500
2237,appartement,2,1,46, GUJAN MESTRAS,211000
2238,maison,5,4,135, SALLES,396500
2239,maison,5,4,104, BIGANOS,307500
2240,maison,2,1,35, CARCANS,160000
2241,maison,4,2,104, MERIGNAC,444000
2242,maison,5,2,95, MERIGNAC,423000
2243,maison,7,3,195, ST SEURIN SUR L ISLE,391500
2244,maison,1970,3,62, VENSAC,177600
2245,maison,1900,4,100, LE BOUSCAT,371000
2246,maison,1920,9,280, ARCACHON,2625000
2247,appartement,1850,2,58, BORDEAUX,312000
2248,maison,4,2,61, LE BOUSCAT,270000
2249,maison,2004,6,168, ST MARTIN DE LAYE,275000
2250,maison,1960,3,78, AUDENGE,254400
2251,maison,2014,6,155, BONZAC,525000
2252,maison,1900,8,225, BORDEAUX,1195000
2253,maison,1900,5,115, BORDEAUX,735000
2254,maison,2006,4,76, BIGANOS,291500
2255,maison,6,5,320, DAIGNAC,450000
2256,maison,7,4,250, SAUVETERRE DE GUYENNE,317500
2257,appartement,2,1,47, MERIGNAC,128500
2258,maison,6,4,119, MOULIETS ET VILLEMARTIN,160000
2259,maison,3,3,87, PUGNAC,69000
2260,maison,3,1,70, BLAYE,110000
2261,appartement,3,2,74, VILLENAVE D ORNON,259500
2262,maison,1990,7,145, BORDEAUX,472000
2263,maison,1974,10,196, LE TEICH,595000
2264,maison,9,3,215, CERONS,820000
2265,maison,1992,6,160, ST AUBIN DE MEDOC,375000
2266,maison,1990,3,56, LE TAILLAN MEDOC,199000
2267,maison,1880,6,210, LANGON,299000
2268,maison,1955,2,71, LANTON,279500
2269,maison,2,1,40, BORDEAUX,236000
2270,maison,2019,5,108, LIBOURNE,304000
2271,maison,1900,8,210, BORDEAUX,1522000
2272,appartement,2019,4,88, BORDEAUX,319000
2273,appartement,2,1,56, BORDEAUX,374500
2274,appartement,1,1,23, BORDEAUX,170000
2275,appartement,2,1,43, BORDEAUX,230000
2276,maison,6,3,140, STE EULALIE,449000
2277,appartement,2,1,61, ST MEDARD EN JALLES,227000
2278,maison,2000,5,151, CIVRAC DE BLAYE,279900
2279,maison,1988,5,135, LE HAILLAN,377000
2280,maison,6,3,130, LA REOLE,110000
2281,maison,7,5,340, MAZERES,460000
2282,appartement,2009,3,66, BORDEAUX,262000
2283,appartement,2,1,41, BORDEAUX,244500
2284,maison,2008,7,225, SALLES,682000
2285,maison,1900,5,114, BORDEAUX,720000
2286,maison,1975,3,59, LIBOURNE,144000
2287,maison,5,4,196, CARS,254500
2288,maison,1975,8,206, CAZAUX                          ,470000
2289,maison,7,5,143, CASTRES GIRONDE,350000
2290,maison,1900,8,190, BARSAC,248200
2291,maison,3,2,61, RIONS,125350
2292,maison,1870,7,87, SOULAC SUR MER,315600
2293,appartement,2002,3,52, SOULAC SUR MER,199500
2294,maison,1931,3,81, GUJAN MESTRAS,398500
2295,appartement,4,3,98, MERIGNAC,423000
2296,appartement,3,2,76, MERIGNAC,318000
2297,appartement,2,1,49, BORDEAUX,236000
2298,appartement,1900,5,157, BORDEAUX,922000
2299,appartement,2019,1,28, CASTETS EN DORTHE,99000
2300,maison,8,5,217, LANGON,734000
2301,maison,2011,6,195, BORDEAUX,374500
2302,maison,6,5,131, LEGE CAP FERRET,997500
2303,maison,2008,5,170, BIGANOS,520000
2304,maison,3,1,55, FLOIRAC,181500
2305,maison,12,6,313, FARGUES ST HILAIRE,780000
2306,maison,13,5,400, LIBOURNE,1008000
2307,maison,5,4,147, VILLENAVE D ORNON,465000
2308,maison,4,2,103, LE VERDON SUR MER,203300
2309,appartement,1978,1,30, BORDEAUX,118000
2310,appartement,1990,4,83, BORDEAUX,342000
2311,maison,4,3,145, LAPOUYADE,236250
2312,maison,6,4,184, VAL DE VIRVEE,286500
2313,appartement,3,2,70, LE BOUSCAT,276000
2314,appartement,3,2,52, BEGLES,189990
2315,appartement,3,2,65, ARCACHON,399900
